src,target
19 14,9 4 1
4 2,4 6 4 0
13 7,27 47 13 20 24 7
5 10,3 9 0 5 2 1 6 7 4
7 10,13 10 19 7 16
3 10,30 45 37 38 9 3 17 1
8 15,22 8 0 43
14 9,32 23 5 14 37 9
17 20,20 37 17 7 44
3 14,4 2 4 2
1 13,2 1 3 3 4
4 3,2 4 3
1 7,1 7
1 4,4 37 47 9 23 5 10 1 14
20 19,8 3
15 4,15
15 4,15
5 20,5
19 9,3 8 9 4 1 7 2 1 0
18 4,7 7 2 2 7
16 11,16 6 4 9 6
19 6,1
16 9,4 4 1 5 5
14 20,26 44 14 38 32 50 20
6 10,26 12 14 24 4 38 6 30 0
6 19,6
9 9,9 9
16 10,16 8 4 2 10 14
